Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925	Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925
Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175
Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_4033750_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__EX4484-6;s__EX4484-6_sp030595715
Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_6862980_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp030591285
Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_2929062_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016928095
Arc226_12316812_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_11626454_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp034723935
Arc226_12318045_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_12318045_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175
Arc226_12318045_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01_sp016929175	Arc226_4032178_tax:d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__EX4484-6;s__EX4484-6_sp030595715
Arc226_12319494_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp036786905	Arc226_12319494_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp036786905
Arc226_12319494_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp036786905	Arc226_11392971_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp011605835
Arc226_12320200_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp036786905	Arc226_12320200_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8_sp036786905
Arc226_12320881_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__CAIVOO01;g__CAIMOB01;s__CAIMOB01_sp903842985	Arc226_12320881_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__CAIVOO01;g__CAIMOB01;s__CAIMOB01_sp903842985
Arc226_12331935_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDC01;s__JAADDC01_sp015520865	Arc226_12331935_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDC01;s__JAADDC01_sp015520865
Arc226_12332429_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__ARS50;s__ARS50_sp002687255	Arc226_12332429_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__ARS50;s__ARS50_sp002687255
Arc226_12334743_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__DAOVBJ01;s__DAOVBJ01_sp036446055	Arc226_12334743_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__DAOVBJ01;s__DAOVBJ01_sp036446055
Arc226_12338631_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA582;s__UBA582_sp021831925	Arc226_12338631_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA582;s__UBA582_sp021831925
Arc226_5355194_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235	Arc226_5355194_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235
Arc226_5355566_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235	Arc226_5355566_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235
Arc226_5355693_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235	Arc226_5355693_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235
Arc226_5356054_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235	Arc226_5356054_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__JBFHWZ01;s__JBFHWZ01_sp041599235
Arc226_5359669_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXM01;s__JAGVXM01_sp018304055	Arc226_5359669_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXM01;s__JAGVXM01_sp018304055
Arc226_5360838_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__DTNV01;g__DTNV01;s__DTNV01_sp021812145	Arc226_5360838_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__DTNV01;g__DTNV01;s__DTNV01_sp021812145
Arc226_5361616_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus_acidocaldarius_A	Arc226_5361616_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus_acidocaldarius_A
Arc226_5361616_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus_acidocaldarius_A	Arc226_1737471_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus_acidocaldarius
Arc226_5366401_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__UBA9640_sp041659245	Arc226_5366401_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__UBA9640_sp041659245
Arc226_5366401_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__UBA9640_sp041659245	Arc226_75412_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__UBA9640_sp9640u
Arc226_5368896_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__JACPKT01;s__JACPKT01_sp016186855	Arc226_5368896_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__JACPKT01;s__JACPKT01_sp016186855
Arc226_5369116_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__JACPKT01;s__JACPKT01_sp016186855	Arc226_5369116_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__JACPKT01;s__JACPKT01_sp016186855
Arc226_5370826_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKIWV01;s__JAKIWV01_sp022749815	Arc226_5370826_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKIWV01;s__JAKIWV01_sp022749815
Arc226_5376746_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615	Arc226_5376746_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615
Arc226_5376791_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615	Arc226_5376791_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615
Arc226_5376869_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615	Arc226_5376869_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615
Arc226_5377004_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615	Arc226_5377004_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAWAFI01;s__JAWAFI01_sp038890615
Arc226_5378594_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera_cuprina	Arc226_5378594_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera_cuprina
Arc226_5380096_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAZKSG01;s__JAZKSG01_sp036625995	Arc226_5380096_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAZKSG01;s__JAZKSG01_sp036625995
Arc226_5383348_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__DAOVBJ01;s__DAOVBJ01_sp026015035	Arc226_5383348_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__GCA-020355125;g__DAOVBJ01;s__DAOVBJ01_sp026015035
Arc226_5387443_tax:d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__Hydrothermarchaeaceae;g__Hydrothermarchaeum;s__Hydrothermarchaeum_profundi	Arc226_5387443_tax:d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__Hydrothermarchaeaceae;g__Hydrothermarchaeum;s__Hydrothermarchaeum_profundi
Arc226_5393249_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__WAKA01;s__WAKA01_sp015523565	Arc226_5393249_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__WAKA01;s__WAKA01_sp015523565
Arc226_5394233_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__WAKA01;s__WAKA01_sp015523565	Arc226_5394233_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__WAKA01;s__WAKA01_sp015523565
Arc226_5402922_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__JAPDKA01;g__JAWAFA01;s__JAWAFA01_sp038840695	Arc226_5402922_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__JAPDKA01;g__JAWAFA01;s__JAWAFA01_sp038840695
Arc226_5403632_tax:d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus_infernus	Arc226_5403632_tax:d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus_infernus
Arc226_5404376_tax:d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus_infernus	Arc226_5404376_tax:d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus_infernus
Arc226_5406694_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JACRPH01;s__JACRPH01_sp041665465	Arc226_5406694_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JACRPH01;s__JACRPH01_sp041665465
Arc226_5411267_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__UBA10117;f__JAFCGA01;g__JAFCGA01;s__JAFCGA01_sp017608345	Arc226_5411267_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__UBA10117;f__JAFCGA01;g__JAFCGA01;s__JAFCGA01_sp017608345
Arc226_5411590_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__UBA10117;f__JAFCGA01;g__JAFCGA01;s__JAFCGA01_sp017608345	Arc226_5411590_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__UBA10117;f__JAFCGA01;g__JAFCGA01;s__JAFCGA01_sp017608345
Arc226_5415724_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__ECH-B-1;s__ECH-B-1_sp003019535	Arc226_5415724_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__ECH-B-1;s__ECH-B-1_sp003019535
Arc226_5417673_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__HRBIN02_sp032249095	Arc226_5417673_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__HRBIN02_sp032249095
Arc226_5420801_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_sp024972735	Arc226_5420801_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_sp024972735
Arc226_5420801_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_sp024972735	Arc226_10382197_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halalkaliarchaeum;s__Halalkaliarchaeum_desulfuricum
Arc226_5426425_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__JAOAKM01;s__JAOAKM01_sp026413605	Arc226_5426425_tax:d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__JAOAKM01;s__JAOAKM01_sp026413605
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_10405308_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__UBA10200;g__UBA10200;s__UBA10200_sp10200u
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_3677470_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JACOYM01;s__JACOYM01_sp016181905
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_2561433_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JACOYM01;s__JACOYM01_sp035290605
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_76345_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__VGKP01;s__VGKP01_sp964202455
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_11543377_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVWT01;s__JAGVWT01_sp016234065
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_2956112_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__VGKP01;s__VGKP01_sp016866975
Arc226_5432532_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JBAYNB01;s__JBAYNB01_sp041679005	Arc226_12304739_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__VGKP01;s__VGKP01_sp038043805
Arc226_8525349_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505	Arc226_8525349_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505
Arc226_8525427_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505	Arc226_8525427_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505
Arc226_8525611_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505	Arc226_8525611_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__B1Sed10-29;f__JAGVWA01;g__JAGVWA01;s__JAGVWA01_sp018304505
Arc226_8531569_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DATDZZ01;g__DATDZZ01;s__DATDZZ01_sp035288565	Arc226_8531569_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DATDZZ01;g__DATDZZ01;s__DATDZZ01_sp035288565
Arc226_8531879_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DATDZZ01;g__DATDZZ01;s__DATDZZ01_sp035288565	Arc226_8531879_tax:d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DATDZZ01;g__DATDZZ01;s__DATDZZ01_sp035288565
Arc226_8533592_tax:d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella_sp021442885	Arc226_8533592_tax:d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella_sp021442885
Arc226_8533592_tax:d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella_sp021442885	Arc226_2390619_tax:d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella_sp030539665
Arc226_8535650_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01_sp030601705	Arc226_8535650_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01_sp030601705
Arc226_8535650_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01_sp030601705	Arc226_2744619_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAUWWG01;s__JAUWWG01_sp030612095
Arc226_8535650_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01_sp030601705	Arc226_3507571_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50_sp001595945
Arc226_8535650_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01_sp030601705	Arc226_11963775_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SG8-52-3;s__SG8-52-3_sp001595915
Arc226_8538207_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021804105	Arc226_8538207_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021804105
Arc226_8538207_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021804105	Arc226_9407924_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021810375
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_9311346_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__Halorubellus_sp034808145
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_149797_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__Halorubellus_salinus
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_4365435_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__Halorubellus_litoreus
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_418781_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_iranensis
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_644185_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_litoreus
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_11829821_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_sp024609245
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_4214343_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halorubellus;s__Halorubellus_sp011440375
Arc226_8544487_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_amylolyticus	Arc226_3638634_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloarchaeobius;s__Haloarchaeobius_sp025399835
