KEGG_ko	arc_domain_prop	bac_domain_prop	Gene	Map	Pathway	alignment_length	highest_COG_cat	difference_1st_and_2nd	categories	COG_freq	COG_cat	archaea	bacteria	alternative_COGs	COG_perc	COG	COG_NAME	COG_TAG	sequences	Arc_prop	Bac_prop	constrained_median	ML_median	MEAN_OF_MEDIANS	RANGE_OF_MEDIANS	Probable_and_sampling_threshold_met	Possible_and_sampling_threshold_met	Probable	Possible
K06180	0.0285714285714285	0.9743589743589745	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]			71.0	575.0	568.0	4.0	0.981228668941979	J	10.0	576.0	5.0	0.991467576791809	COG0564	Pseudouridine_synthase_RluA,_23S_rRNA-_or_tRNA-specific	RluA	586.0	0.0170648464163822	0.9829351535836176	0.0933576022947695	0.644118901734989	0.3687382520148792	0.5507612994402195	0	0	0	0
K06181	0.0	0.2222222222222222	rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]			137.0	81.0	79.0	2.0	0.975903614457831	J	0.0	83.0	1.0	1.0	COG1187	Pseudouridylate_synthase_RsuA,_specific_for_16S_rRNA_U516__and_23S_rRNA_U2605	RsuA	83.0	0.0	1.0	0.0344418297205942	0.435603437529234	0.2350226336249141	0.4011616078086398	0	0	0	0
K06182	0.0142857142857142	0.3162393162393162	rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]			146.0	114.0	110.0	3.0	0.942148760330578	J	5.0	116.0	3.0	0.975206611570248	COG1187	Pseudouridylate_synthase_RsuA,_specific_for_16S_rRNA_U516__and_23S_rRNA_U2605	RsuA	121.0	0.0413223140495867	0.9586776859504132	0.0055943149242828	0.161767216448113	0.0836807656861979	0.1561729015238302	0	0	0	0
K06183	0.02	0.4586894586894587	rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]			136.0	202.0	0.0	1.0	1.0	J	7.0	195.0	1.0	1.0	COG1187	Pseudouridylate_synthase_RsuA,_specific_for_16S_rRNA_U516__and_23S_rRNA_U2605	RsuA	202.0	0.0346534653465346	0.9653465346534652	0.34207331534285	0.289767064301553	0.3159201898222015	0.0523062510412969	0	0	0	0
K06186	0.0	0.094017094017094	bamE, smpA; outer membrane protein assembly factor BamE			77.0	19.0	4.0	2.0	0.558823529411765	J	0.0	34.0	1.0	1.0	COG2913	Outer_membrane_protein_assembly_factor_BamE,_lipoprotein_component_of_the_BamABCDE_complex	BamE	34.0	0.0	1.0	0.0230144957192874	0.0430476150405433	0.0330310553799153	0.0200331193212559	0	0	0	0
K06187	0.0	0.9686609686609686	recR; recombination protein RecR	path:map03440	Homologous recombination	159.0	340.0	333.0	2.0	0.979827089337176	L	0.0	347.0	2.0	0.979827089337176	COG0353	Recombinational_DNA_repair_protein_RecR	RecR	347.0	0.0	1.0	0.0121972555224053	0.690465909532808	0.3513315825276066	0.6782686540104027	0	0	0	0
K06188	0.1371428571428571	0.2735042735042735	aqpZ; aquaporin Z			152.0	124.0	66.0	3.0	0.677595628415301	G	60.0	123.0	1.0	1.0	COG0580	Glycerol_uptake_facilitator_or_related_aquaporin_(Major_Intrinsic_protein_Family)	GlpF	183.0	0.3278688524590163	0.6721311475409836	0.0468489878453254	0.534721712450159	0.2907853501477422	0.4878727246048335	0	0	0	0
K06189	0.0	0.1965811965811965	corC, tlyC; hemolysin (HlyC) family protein			206.0	41.0	14.0	3.0	0.585714285714286	S	0.0	70.0	2.0	0.614285714285714	COG1253	Hemolysin-related_protein,_contains_CBS_domains,_UPF0053_family	TlyC	70.0	0.0	1.0	0.0185244107895543	0.0039395654281642	0.0112319881088592	0.01458484536139	0	0	0	0
K06190	0.0	0.150997150997151	ispZ; intracellular septation protein			159.0	56.0	0.0	1.0	1.0	D	0.0	56.0	1.0	1.0	COG2917	Intracellular_septation_protein_A	YciB	56.0	0.0	1.0	0.0118860554062893	0.0210339101348265	0.0164599827705579	0.0091478547285372	0	0	0	0
K06191	0.0428571428571428	0.1566951566951566	nrdH; glutaredoxin-like protein NrdH			47.0	78.0	0.0	1.0	1.0	O	15.0	63.0	1.0	1.0	COG0695	Glutaredoxin	GrxC	78.0	0.1923076923076923	0.8076923076923077	0.71395122316024	0.114320312302496	0.4141357677313679	0.599630910857744	0	1	0	1
K06192	0.0	0.168091168091168	pqiB; paraquat-inducible protein B			120.0	72.0	0.0	1.0	1.0	Q	0.0	72.0	2.0	0.944444444444444	COG1463	Periplasmic_subunit_MlaD_of_the_ABC-type_intermembrane_phospholipid_transporter_Mla	MlaD	72.0	0.0	1.0	0.0013060671263646	0.0032949611261413	0.0023005141262529	0.0019888939997767	0	0	0	0
K06193	0.0371428571428571	0.2507122507122507	phnA; protein PhnA			84.0	91.0	88.0	2.0	0.968085106382979	P	13.0	91.0	3.0	0.875	COG2824	Uncharacterized_Zn-ribbon-containing_protein	PhnA	104.0	0.125	0.875	0.0577624567698824	0.303823289236278	0.1807928730030802	0.2460608324663956	0	0	0	0
K06194	0.0	0.1794871794871795	nlpD; lipoprotein NlpD			142.0	33.0	14.0	3.0	0.492537313432836	DM	0.0	67.0	3.0	0.671641791044776	COG1388	LysM_repeat	LysM	67.0	0.0	1.0	0.0064552839708328	0.0231569811087259	0.0148061325397793	0.0167016971378931	0	0	0	0
K06195	0.0	0.2051282051282051	apaG; ApaG protein			102.0	72.0	0.0	1.0	1.0	P	0.0	72.0	1.0	1.0	COG2967	Uncharacterized_conserved_protein_ApaG_affecting_Mg2+/Co2+_transport	ApaG	72.0	0.0	1.0	0.0059439342230036	0.0087972780514379	0.0073706061372207	0.0028533438284343	0	0	0	0
K06196	0.2885714285714286	0.5185185185185185	ccdA; cytochrome c-type biogenesis protein			52.0	314.0	252.0	5.0	0.813471502590673	O	136.0	249.0	6.0	0.670984455958549	COG0785	Cytochrome_c_biogenesis_protein_CcdA	CcdA	385.0	0.3532467532467532	0.6467532467532467	0.0516404854743944	0.778997441623006	0.4153189635487002	0.7273569561486116	0	0	0	0
K06197	0.0314285714285714	0.0256410256410256	chaB; cation transport regulator			57.0	17.0	12.0	2.0	0.772727272727273	S	12.0	11.0	1.0	1.0	COG4572	Cation_transport_regulator_ChaB	ChaB	23.0	0.5217391304347826	0.4782608695652174	0.01463718526352	0.0438683611371322	0.0292527732003261	0.0292311758736122	0	0	0	0
K06198	0.0142857142857142	0.0655270655270655	coiA; competence protein CoiA			57.0	20.0	0.0	1.0	1.0	S	5.0	24.0	2.0	0.931034482758621	COG4469	Competence_protein_CoiA,_contains_predicted_nuclease_domain	CoiA	29.0	0.1724137931034483	0.8275862068965517	0.0147661806092932	0.0671157767340007	0.0409409786716469	0.0523495961247074	0	0	0	0
K06199	0.3085714285714285	0.5698005698005698	crcB, FEX; fluoride exporter			47.0	313.0	204.0	4.0	0.734741784037559	D	167.0	259.0	3.0	0.990610328638498	COG0239	Fluoride_ion_exporter_CrcB/FEX,_affects_chromosome_condensation	CrcB	426.0	0.392018779342723	0.607981220657277	0.0612582105702289	0.0807881582414246	0.0710231844058267	0.0195299476711957	0	0	0	0
K06200	0.1885714285714285	0.3304843304843304	cstA; carbon starvation protein			375.0	193.0	0.0	1.0	1.0	T	69.0	131.0	3.0	0.965	COG1966	Carbon_starvation_protein_CstA_(peptide/pyruvate_transporter)	CstA	200.0	0.345	0.655	0.0036136755857828	0.0118200035884778	0.0077168395871303	0.008206328002695	0	0	0	0
K06201	0.0	0.2136752136752136	cutC; copper homeostasis protein			160.0	79.0	0.0	1.0	1.0	P	0.0	79.0	1.0	1.0	COG3142	Copper_homeostasis_protein_CutC	CutC	79.0	0.0	1.0	0.0048457256497306	0.231771262295586	0.1183084939726583	0.2269255366458554	0	0	0	0
K06202	0.0	0.0569800569800569	cyaY; iron-sulfur cluster assembly protein CyaY			93.0	20.0	0.0	1.0	1.0	P	0.0	20.0	1.0	1.0	COG1965	Fe-S_cluster_assembly_protein_CyaY,_frataxin_homolog	CyaY	20.0	0.0	1.0	0.0041914887306809	0.0088096517382926	0.0065005702344867	0.0046181630076117	0	0	0	0
K06203	0.0	0.1908831908831909	cysZ; CysZ protein			127.0	58.0	53.0	4.0	0.828571428571429	E	0.0	70.0	3.0	0.871428571428571	COG2981	Sulfate_transporter_CysZ	CysZ	70.0	0.0	1.0	0.01254955084276	0.425749295621411	0.2191494232320855	0.413199744778651	0	0	0	0
K06204	0.0	0.4558404558404558	dksA; DnaK suppressor protein	path:map02026	Biofilm formation - Escherichia coli	41.0	207.0	187.0	2.0	0.911894273127753	T	0.0	226.0	1.0	1.0	COG1734	RNA_polymerase-binding_transcription_factor_DksA	DksA	226.0	0.0	1.0	0.0008031378470579	0.0128772358037423	0.0068401868254001	0.0120740979566843	0	0	0	0
K06205	0.0	0.0427350427350427	mioC; MioC protein			126.0	16.0	12.0	2.0	0.8	C	0.0	20.0	2.0	0.75	COG0716	Flavodoxin	FldA	20.0	0.0	1.0	0.0086916147901382	0.0107081468796483	0.0096998808348932	0.0020165320895101	0	0	0	0
K06206	0.36	0.3190883190883191	sfsA; sugar fermentation stimulation protein A			92.0	234.0	211.0	3.0	0.906976744186046	S	142.0	116.0	2.0	0.918604651162791	COG1489	DNA-binding_protein,_stimulates_sugar_fermentation	SfsA	258.0	0.5503875968992248	0.4496124031007752	0.97786762473559	0.839621642659719	0.9087446336976543	0.138245982075871	1	1	1	1
K06207	0.0	0.8490028490028491	typA, bipA; GTP-binding protein			518.0	303.0	0.0	1.0	1.0	T	0.0	303.0	1.0	1.0	COG1217	Predicted_membrane_GTPase_TypA/BipA_involved_in_stress_response	TypA	303.0	0.0	1.0	0.0011148901662069	0.812499660873182	0.4068072755196945	0.8113847707069751	0	0	0	0
K06208	0.0	0.1823361823361823	aroH; chorismate mutase [EC:5.4.99.5]	path:map00400,path:map01100,path:map01110,path:map01230	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	107.0	66.0	0.0	1.0	1.0	E	0.0	66.0	1.0	1.0	COG4401	Chorismate_mutase_AroH	AroH	66.0	0.0	1.0	0.0074593102210922	0.69376964940275	0.3506144798119211	0.6863103391816577	0	0	0	0
K06209	0.0	0.0854700854700854	pheB; chorismate mutase [EC:5.4.99.5]	path:map00400,path:map01100,path:map01110,path:map01230	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids	133.0	29.0	28.0	2.0	0.966666666666667	S	0.0	30.0	2.0	0.966666666666667	COG4492	ACT_domain-containing_protein,_UPF0735_family	PheB	30.0	0.0	1.0	0.001307306406184	0.0084362466315082	0.004871776518846	0.0071289402253242	0	0	0	0
K06211	0.0057142857142857	0.0341880341880341	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	path:map00760,path:map01100	Nicotinate and nicotinamide metabolism,Metabolic pathways	128.0	16.0	0.0	1.0	1.0	H	3.0	13.0	4.0	0.3125	COG3172	Nicotinamide_riboside_kinase	NadR3	16.0	0.1875	0.8125	0.107030854443684	0.159935140399898	0.133482997421791	0.052904285956214	0	0	0	0
K06212	0.0057142857142857	0.1111111111111111	focA; formate transporter			213.0	41.0	36.0	2.0	0.891304347826087	P	2.0	44.0	2.0	0.869565217391304	COG2116	Formate/nitrite_transporter_FocA,_FNT_family	FocA	46.0	0.0434782608695652	0.9565217391304348	0.0880911133464019	0.221214056136639	0.1546525847415204	0.1331229427902371	0	0	0	0
K06213	0.1228571428571428	0.6666666666666666	mgtE; magnesium transporter			238.0	366.0	0.0	1.0	1.0	P	52.0	314.0	3.0	0.994535519125683	COG2239	Mg/Co/Ni_transporter_MgtE_(contains_CBS_domain)	MgtE	366.0	0.1420765027322404	0.8579234972677595	0.0002823561360127	0.0013187478723502	0.0008005520041814	0.0010363917363374	0	0	0	0
K06214	0.0	0.0341880341880341	csgG; curli production assembly/transport component CsgG			219.0	12.0	0.0	1.0	1.0	M	0.0	12.0	1.0	1.0	COG1462	Curli_biogenesis_system_outer_membrane_secretion_channel_CsgG	CsgG	12.0	0.0	1.0	0.0100115679617787	0.0207538663830111	0.0153827171723949	0.0107422984212324	0	0	0	0
K06215	0.5685714285714286	0.3105413105413105	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	path:map00750,path:map01100,path:map01240	Vitamin B6 metabolism,Metabolic pathways,Biosynthesis of cofactors	263.0	322.0	0.0	1.0	1.0	H	209.0	113.0	1.0	1.0	COG0214	Pyridoxal_5'-phosphate_synthase_subunit_PdxS	PdxS	322.0	0.6490683229813664	0.3509316770186335	0.471009190246845	0.9061226903463	0.6885659402965725	0.435113500099455	0	0	0	0
K06216	0.0028571428571428	0.0113960113960113	rbsU; putative ribose uptake protein			290.0	3.0	1.0	2.0	0.6	U	1.0	4.0	1.0	1.0	COG4975	Glucose_uptake_protein_GlcU	GlcU	5.0	0.2	0.8	0.188591899219782	0.462681832572846	0.325636865896314	0.274089933353064	0	0	0	0
K06217	0.0	0.7749287749287749	phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins			205.0	283.0	0.0	1.0	1.0	T	0.0	283.0	2.0	0.978798586572438	COG1702	Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase	PhoH	283.0	0.0	1.0	0.207293666584905	0.0078053290455839	0.1075494978152444	0.1994883375393211	0	0	0	0
K06218	0.0	0.0	relE, stbE; mRNA interferase RelE/StbE				397.0	345.0	6.0	0.874449339207049	DJ	0.0	0.0	9.0	0.951859956236324	COG2026	mRNA-degrading_endonuclease_RelE,_toxin_component_of_the_RelBE_toxin-antitoxin_system	RelE	0.0							0	0	0	0
K06219	0.0085714285714285	0.0512820512820512	smtA, cmoM; tRNA 5-carboxymethoxyuridine methyltransferase [EC:2.1.1.-]			85.0	14.0	8.0	3.0	0.666666666666667	H	3.0	18.0	2.0	0.952380952380952	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol_methylase	UbiG	21.0	0.1428571428571428	0.8571428571428571	0.0779804685943841	0.244525333573118	0.161252901083751	0.1665448649787339	0	0	0	0
K06221	0.0	0.1025641025641025	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]			246.0	42.0	39.0	3.0	0.893617021276596	S	0.0	47.0	1.0	1.0	COG0656	Aldo/keto_reductase,_related_to_diketogulonate_reductase	ARA1	47.0	0.0	1.0	0.004029035875039	0.0131356862267105	0.0085823610508747	0.0091066503516715	0	0	0	0
K06222	0.16	0.0455840455840455	dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]			227.0	126.0	125.0	2.0	0.992125984251968	S	105.0	22.0	1.0	1.0	COG0656	Aldo/keto_reductase,_related_to_diketogulonate_reductase	ARA1	127.0	0.8267716535433071	0.1732283464566929	0.119539163641015	0.0801126764291425	0.0998259200350787	0.0394264872118725	0	0	0	0
K06223	0.2285714285714285	0.2849002849002849	dam; DNA adenine methylase [EC:2.1.1.72]	path:map03430	Mismatch repair	62.0	218.0	162.0	2.0	0.795620437956204	L	106.0	165.0	3.0	0.992700729927007	COG0338	DNA-adenine_methylase	Dam	271.0	0.3911439114391143	0.6088560885608856	0.176165162428254	0.716390427910728	0.446277795169491	0.5402252654824741	0	0	0	0
K06224	0.0057142857142857	0.0	HH; hedgehog	path:map04341	Hedgehog signaling pathway - fly	183.0	2.0	0.0	1.0	1.0	M	2.0	0.0	1.0	1.0	KOG3638			2.0	1.0	0.0					0	0	0	0
K06234	0.0142857142857142	0.0	RAB23; Ras-related protein Rab-23			171.0	10.0	0.0	1.0	1.0	U	10.0	0.0	1.0	1.0	KOG4252			10.0	1.0	0.0	0.499780275675322	0.696859943078841	0.5983201093770816	0.197079667403519	0	0	0	0
K06236	0.0	0.0056980056980056	COL1A; collagen type I alpha	path:map04151,path:map04510,path:map04512,path:map04611,path:map04926,path:map04933,path:map04974,path:map05146,path:map05165,path:map05205,path:map05415	PI3K-Akt signaling pathway,Focal adhesion,ECM-receptor interaction,Platelet activation,Relaxin signaling pathway,AGE-RAGE signaling pathway in diabetic complications,Protein digestion and absorption,Amoebiasis,Human papillomavirus infection,Proteoglycans in cancer,Diabetic cardiomyopathy	340.0	1.0	0.0	2.0	0.5	MU	0.0	2.0	2.0	0.5	COG3468	Autotransporter_adhesin_AidA	AidA	2.0	0.0	1.0					0	0	0	0
K06237	0.0	0.0056980056980056	COL4A; collagen type IV alpha	path:map04151,path:map04510,path:map04512,path:map04926,path:map04933,path:map04974,path:map05146,path:map05165,path:map05200,path:map05222	PI3K-Akt signaling pathway,Focal adhesion,ECM-receptor interaction,Relaxin signaling pathway,AGE-RAGE signaling pathway in diabetic complications,Protein digestion and absorption,Amoebiasis,Human papillomavirus infection,Pathways in cancer,Small cell lung cancer	266.0	3.0	0.0	1.0	1.0	M	0.0	3.0	1.0	1.0	COG4675	Phage_tail_collar_domain	MdpB	3.0	0.0	1.0					0	0	0	0
K06260	0.0028571428571428	0.0	GP5, CD42d; platelet glycoprotein V	path:map04512,path:map04611,path:map04640	ECM-receptor interaction,Platelet activation,Hematopoietic cell lineage	298.0	1.0	0.0	1.0	1.0	T	1.0	0.0	1.0	1.0	COG4886	Leucine-rich_repeat_(LRR)_protein	LRR	1.0	1.0	0.0					0	0	0	0
K06268	0.0	0.0028490028490028	PPP3R, CNB; serine/threonine-protein phosphatase 2B regulatory subunit	path:map04010,path:map04020,path:map04022,path:map04114,path:map04218,path:map04310,path:map04360,path:map04370,path:map04380,path:map04625,path:map04650,path:map04658,path:map04659,path:map04660,path:map04662,path:map04720,path:map04724,path:map04921,path:map04922,path:map04924,path:map05010,path:map05014,path:map05020,path:map05022,path:map05031,path:map05152,path:map05163,path:map05166,path:map05167,path:map05170,path:map05235,path:map05417	MAPK signaling pathway,Calcium signaling pathway,cGMP-PKG signaling pathway,Oocyte meiosis,Cellular senescence,Wnt signaling pathway,Axon guidance,VEGF signaling pathway,Osteoclast differentiation,C-type lectin receptor signaling pathway,Natural killer cell mediated cytotoxicity,Th1 and Th2 cell differentiation,Th17 cell differentiation,T cell receptor signaling pathway,B cell receptor signaling pathway,Long-term potentiation,Glutamatergic synapse,Oxytocin signaling pathway,Glucagon signaling pathway,Renin secretion,Alzheimer disease,Amyotrophic lateral sclerosis,Prion disease,Pathways of neurodegeneration - multiple diseases,Amphetamine addiction,Tuberculosis,Human cytomegalovirus infection,Human T-cell leukemia virus 1 infection,Kaposi sarcoma-associated herpesvirus infection,Human immunodeficiency virus 1 infection,PD-L1 expression and PD-1 checkpoint pathway in cancer,Lipid and atherosclerosis	77.0	1.0	0.0	1.0	1.0	DTZ	0.0	1.0	1.0	1.0	COG5126	Ca2+-binding_protein,_EF-hand_superfamily	FRQ1	1.0	0.0	1.0					0	0	0	0
K06269	0.0542857142857142	0.0028490028490028	PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]	path:map03015,path:map04022,path:map04024,path:map04113,path:map04114,path:map04218,path:map04261,path:map04270,path:map04390,path:map04510,path:map04611,path:map04720,path:map04728,path:map04750,path:map04810,path:map04910,path:map04921,path:map04931,path:map05031,path:map05034,path:map05168,path:map05205,path:map05415	mRNA surveillance pathway,cGMP-PKG signaling pathway,cAMP signaling pathway,Meiosis - yeast,Oocyte meiosis,Cellular senescence,Adrenergic signaling in cardiomyocytes,Vascular smooth muscle contraction,Hippo signaling pathway,Focal adhesion,Platelet activation,Long-term potentiation,Dopaminergic synapse,Inflammatory mediator regulation of TRP channels,Regulation of actin cytoskeleton,Insulin signaling pathway,Oxytocin signaling pathway,Insulin resistance,Amphetamine addiction,Alcoholism,Herpes simplex virus 1 infection,Proteoglycans in cancer,Diabetic cardiomyopathy	42.0	22.0	20.0	2.0	0.916666666666667	T	23.0	1.0	2.0	0.916666666666667	COG0639	Diadenosine_tetraphosphatase_ApaH/serine/threonine_protein_phosphatase,_PP2A_family	ApaH	24.0	0.9583333333333334	0.0416666666666666	0.241385642849121	0.487231195377977	0.364308419113549	0.2458455525288559	0	0	0	0
K06281	0.0885714285714285	0.2079772079772079	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	path:map00633,path:map01120,path:map02020	Nitrotoluene degradation,Microbial metabolism in diverse environments,Two-component system	292.0	142.0	0.0	1.0	1.0	C	34.0	108.0	1.0	1.0	COG0374	Ni,Fe-hydrogenase_I_large_subunit	HyaB	142.0	0.2394366197183098	0.7605633802816901	0.895327805263585	0.919520421122199	0.907424113192892	0.0241926158586139	1	1	1	1
K06282	0.0885714285714285	0.2165242165242165	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	path:map00633,path:map01120,path:map02020	Nitrotoluene degradation,Microbial metabolism in diverse environments,Two-component system	197.0	136.0	0.0	1.0	1.0	C	35.0	101.0	1.0	1.0	COG1740	Ni,Fe-hydrogenase_I_small_subunit	HyaA	136.0	0.2573529411764705	0.7426470588235294	0.855596810966422	0.53405586788953	0.694826339427976	0.321540943076892	1	1	1	1
K06283	0.0	0.0797720797720797	spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D			80.0	29.0	0.0	1.0	1.0	K	0.0	29.0	1.0	1.0	COG1609	DNA-binding_transcriptional_regulator,_LacI/PurR_family	PurR	29.0	0.0	1.0	0.0033323956140093	0.0719760235323054	0.0376542095731573	0.068643627918296	0	0	0	0
K06284	0.0114285714285714	0.0911680911680911	abrB; AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes			70.0	53.0	0.0	1.0	1.0	K	5.0	48.0	1.0	1.0	COG2002	Bifunctional_DNA-binding_transcriptional_regulator_of_stationary/sporulation/toxin_gene_expression_and_antitoxin_component_of_the_YhaV-PrlF_toxin-antitoxin_module	AbrB	53.0	0.0943396226415094	0.9056603773584906	0.0017228241545493	0.0269798723789449	0.0143513482667471	0.0252570482243956	0	0	0	0
K06285	0.0	0.0398860398860398	mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein)			69.0	14.0	0.0	1.0	1.0	K	0.0	14.0	1.0	1.0	2E4ES			14.0	0.0	1.0	0.0056527809611746	0.0394494874750139	0.0225511342180942	0.0337967065138393	0	0	0	0
K06286	0.0	0.0455840455840455	ezrA; septation ring formation regulator			510.0	16.0	0.0	1.0	1.0	D	0.0	16.0	1.0	1.0	COG4477	Septation_ring_formation_regulator_EzrA	EzrA	16.0	0.0	1.0	0.0044489736704887	2.13944185317994e-11	0.0022244868459415	0.0044489736490942	0	0	0	0
K06287	0.1257142857142857	0.8005698005698005	yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]	path:map00240,path:map01100,path:map01232	Pyrimidine metabolism,Metabolic pathways,Nucleotide metabolism	76.0	380.0	378.0	4.0	0.989583333333333	D	44.0	340.0	2.0	0.9921875	COG0424	7-methyl-GTP_pyrophosphatase_and_related_NTP_pyrophosphatases,_Maf/HAM1_superfamily	Maf	384.0	0.1145833333333333	0.8854166666666666	0.0919508064770679	0.274810284768172	0.1833805456226199	0.1828594782911041	0	0	0	0
K06294	0.0	0.0256410256410256	gerD; spore germination protein D			194.0	9.0	0.0	1.0	1.0	S	0.0	9.0	1.0	1.0	29HQ2			9.0	0.0	1.0	6.78657866556507e-07	5.44571703932309e-06	3.062187452939798e-06	4.767059172766583e-06	0	0	0	0
K06295	0.0	0.0598290598290598	gerKA; spore germination protein KA			378.0	53.0	0.0	1.0	1.0	EG	0.0	53.0	1.0	1.0	COG0697	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily	RhaT	53.0	0.0	1.0	0.001394601617823	0.128485857458205	0.064940229538014	0.127091255840382	0	0	0	0
K06296	0.0	0.0484330484330484	gerKB; spore germination protein KB			259.0	39.0	28.0	3.0	0.75	E	0.0	53.0	3.0	0.735849056603774	COG0531	Serine_transporter_YbeC,_amino_acid:H+_symporter_family	PotE	53.0	0.0	1.0	0.001331764370378	0.0602473646687778	0.0307895645195779	0.0589156002983998	0	0	0	0
